Title,Author,Citation,PMID,Free Access,Abstract
"
              
                Boosting precision crop protection towards agriculture 5.0 via machine learning and emerging technologies: A contextual review.
              
            ","Mesías-Ruiz GA, Pérez-Ortiz M, Dorado J, de Castro AI, Peña JM.",<built-in method split of str object at 0x000001D3E37388F0>,37056493,Yes,"
              Over time, crop protection has progressed from a primitive agriculture 1.0 (Ag1.0) through various technological developments to reach a level of maturity closelyin line with Ag5.0 (section 1), which is characterized by successfully leveraging ML capacity and modern agricultural …
            "
"
              
                Structural differences in the drone olfactory system of two phylogenetically distant Apis species, A. florea and A. mellifera.
              
            ","Brockmann A, Brückner D.",<built-in method split of str object at 0x000001D3E45D5110>,11320892,No,"
              In contrast, we show that drones of the phylogenetically distant species, Apis florea, have only 1,200 poreplate sensilla per antenna and only two macroglomeruli in their antennal lobes. ...Regarding the interspecific differences in the queen's signal, the question arises …
            "
"
              
                Time to Delivery of an Automated External Defibrillator Using a Drone for Simulated Out-of-Hospital Cardiac Arrests vs Emergency Medical Services.
              
            ","Claesson A, Bäckman A, Ringh M, Svensson L, Nordberg P, Djärv T, Hollenberg J.",<built-in method split of str object at 0x000001D3E2FBAAF0>,28609525,Yes,"
              This study compares the time to delivery of an automated external defibrillator using fully autonomous drones for simulated out-of-hospital cardiac arrests vs emergency medical services real-time responses....
            "
"
              
                Framework for Structural Health Monitoring of Steel Bridges by Computer Vision.
              
            ","Marchewka A, Ziółkowski P, Aguilar-Vidal V.",<built-in method split of str object at 0x000001D3E2488E30>,32012791,Yes,"
              Therefore, there is a need to introduce an easy-to-use and relatively low-cost method of bridge diagnostics. We can achieve these benefits by the use of Unmanned Aerial Vehicle-Based Remote Sensing and Digital Image Processing. In our study, we present a state-of-th …
            "
"
              
                Rapeseed Seedling Stand Counting and Seeding Performance Evaluation at Two Early Growth Stages Based on Unmanned Aerial Vehicle Imagery.
              
            ","Zhao B, Zhang J, Yang C, Zhou G, Ding Y, Shi Y, Zhang D, Xie J, Liao Q.",<built-in method split of str object at 0x000001D3E2FBA670>,30298081,Yes,"
              The development of unmanned aerial vehicles (UAVs) and image processing algorithms for field-based phenotyping offers a non-invasive and effective technology to obtain plant growth traits such as canopy cover and plant height in fields. ...The main objective of this …
            "
"
              
                Electrochemical Impedance Spectroscopy-Based Sensing of Biofilms: A Comprehensive Review.
              
            ","Ameer S, Ibrahim H, Yaseen MU, Kulsoom F, Cinti S, Sher M.",<built-in method split of str object at 0x000001D3E38CD790>,37622863,Yes,"
              Biofilms are complex communities of microorganisms that can form on various surfaces, including medical devices, industrial equipment, and natural environments. The presence of biofilms can lead to a range of problems, including infections, reduced efficiency and failure o …
            "
"
              
                Study on the dynamic distribution of spores of powdery mildew pathogen in wheat by rotor airflow of plant protection UAV.
              
            ","Qin W, Chen P, He R.",<built-in method split of str object at 0x000001D3E45D4990>,37934777,Yes,"
              Plant protection drones are fast and efficient application machines that are characterised by high application efficiency and no damage to crops. ...The study lays the foundation for further in-depth research on the spread of powdery mildew spores and improved pest control …
            "
"
              
                Remarks on Geomatics Measurement Methods Focused on Forestry Inventory.
              
            ","Pavelka K, Matoušková E, Pavelka K Jr.",<built-in method split of str object at 0x000001D3E24891B0>,37687832,Yes,"
              In this locality, terrestrial laser scanning (TLS) and terrestrial and drone close-range photogrammetry were experimentally used, as was the use of PLS mobile technology (personal laser scanning) and ALS (aerial laser scanning). ...ALS is expensive for small areas a …
            "
"
              
                Review of Shoreline Extraction Methods from Aerial Laser Scanning.
              
            ","Stateczny A, Halicki A, Specht M, Specht C, Lewicka O.",<built-in method split of str object at 0x000001D3E36A7730>,37300059,Yes,"
              Autonomous technologies are increasingly used in various areas of science. The use of unmanned vehicles for hydrographic surveys in shallow coastal areas requires accurate estimation of shoreline position. ...The aim of the publication is to review shoreline extraction met …
            "
"
Unmanned Aerial Vehicle in the Logistics of Pandemic Vaccination: An Exact Analytical Approach for Any Number of Vaccination Centres.
              
            ","Benayad A, Malasse O, Belhadaoui H, Benayad N.",<built-in method split of str object at 0x000001D3E36A7530>,36292549,Yes,"
              Our strategy consists in dividing the territory concerned into zones and districts in a concentric way. We opt for the use of unmanned aerial vehicles to free ourselves from land constraints. This involves serving, from a logistics centre (central depot), any number …
            "
