Title,Author,Citation,PMID,Free Access,Abstract,url_article
"
              
                Characterization of the vertical evolution of urban nocturnal boundary layer by UAV measurements: Insights into relations to cloud radiative effect.
              
            ","Shen L, Zhang J, Cheng Y, Lu X, Dai H, Wu D, Chen DR, Liu J, Gui H.",<built-in method split of str object at 0x000001C406033630>,37271438,No,"
              In this study, we present in-situ nocturnal flight measurements onboard an unmanned aerial vehicle (UAV) during the wintertime of 2022 at an urban site in Hefei, China. ...
            ",https://pubmed.ncbi.nlm.nih.gov/37271438/
"
              
                A game theoretical analysis of the mating sign behavior in the honey bee.
              
            ","Wilhelm M, Chhetri M, Rychtář J, Rueppell O.",<built-in method split of str object at 0x000001C4067DC030>,20467824,No,"
              After copulation, drones leave a mating sign in the genital opening of the queen which has been shown to promote additional mating of the queen. ...On the other hand, it decreases the proportion of the drone's personal offspring among colony members which is reducin …
            ",https://pubmed.ncbi.nlm.nih.gov/20467824/
"
              
                Dynamic Speed Control of Unmanned Aerial Vehicles for Data Collection under Internet of Things.
              
            ","Pan Q, Wen X, Lu Z, Li L, Jing W.",<built-in method split of str object at 0x000001C406F7A330>,30445684,Yes,"
              With the new advancements in flight control and integrated circuit (IC) technology, unmanned aerial vehicles (UAVs) have been widely used in various applications. ...With a cellular network considered for support of the communication between sensor devices an …
            ",https://pubmed.ncbi.nlm.nih.gov/30445684/
"
              
                Computational Study of a Motion Sensor to Simultaneously Measure Two Physical Quantities in All Three Directions for a UAV.
              
            ","Siddique K, Ogami Y.",<built-in method split of str object at 0x000001C406F79D10>,37299989,Yes,"
              Cross-axis sensitivity is generally undesirable, and lower values are required for the accurate performance of a thermal accelerometer. In this study, errors in devices are utilized to simultaneously measure two physical quantities of an unmanned aerial vehic …
            ",https://pubmed.ncbi.nlm.nih.gov/37299989/
"
              
                Joint Placement and Device Association of UAV Base Stations in IoT Networks.
              
            ","Ahmed A, Awais M, Akram T, Kulac S, Alhussein M, Aurangzeb K.",<built-in method split of str object at 0x000001C406033830>,31075952,Yes,"
Drone base stations (DBSs) have received significant research interest in recent years. They provide a flexible and cost-effective solution to improve the coverage, connectivity, quality of service (QoS), and energy efficiency of large-area Internet of Things (IoT) network …
            ",https://pubmed.ncbi.nlm.nih.gov/31075952/
"
              
                Measurement of Unmanned Aerial Vehicle Attitude Angles Based on a Single Captured Image.
              
            ","Zhang J, Ren L, Deng H, Ma M, Zhong X, Wen P.",<built-in method split of str object at 0x000001C406300210>,30104511,Yes,"
              The limited load capacity and power resources of small-scale fixed-wing drones mean that it is difficult to employ internal high-precision inertial navigation devices to assist with the landing procedure. ...
            ",https://pubmed.ncbi.nlm.nih.gov/30104511/
"
              
                Proactive Deployment of Aerial Drones for Coverage over Very Uneven Terrains: A Version of the 3D Art Gallery Problem.
              
            ","Savkin AV, Huang H.",<built-in method split of str object at 0x000001C406F7ABF0>,30909594,Yes,"
              The paper focuses on surveillance and monitoring using aerial drones. The aim is to estimate the minimal number of drones necessary to monitor a given area of a very uneven terrain. The proposed problem may be viewed as a drone version of the 3D Art Ga …
            ",https://pubmed.ncbi.nlm.nih.gov/30909594/
"
              
                National coverage of out-of-hospital cardiac arrests using automated external defibrillator-equipped drones - A geographical information system analysis.
              
            ","Schierbeck S, Nord A, Svensson L, Rawshani A, Hollenberg J, Ringh M, Forsberg S, Nordberg P, Hilding F, Claesson A.",<built-in method split of str object at 0x000001C405182E20>,33675868,Yes,"
              However, optimal locations for drone deployment are unknown. Our aims were to find areas of high incidence of OHCA on a national level for placement of AED-drones, and to quantify the number of drones needed to reach 50, 80, 90 and 100% of the target populati …
            ",https://pubmed.ncbi.nlm.nih.gov/33675868/
"
              
                Multivariate sensor signals collected by aquatic drones involved in water monitoring: A complete dataset.
              
            ","Castellini A, Bloisi D, Blum J, Masillo F, Farinelli A.",<built-in method split of str object at 0x000001C406191350>,32258287,Yes,"
              The dataset is analyzed in the paper ""Time series segmentation for state-model generation of autonomous aquatic drones: A systematic framework"" [1] by means of recent time series clustering/segmentation techniques to extract data-driven models of the situations faced by th …
            ",https://pubmed.ncbi.nlm.nih.gov/32258287/
"
              
                The Moderating Role of Pro-Innovative Leadership and Gender as an Enabler for Future Drone Transports in Healthcare Systems.
              
            ","Comtet HE, Johannessen KA.",<built-in method split of str object at 0x000001C406787030>,33807951,Yes,"
Drones have been suggested as an emerging technology that has the potential to disrupt and improve healthcare. ...Our results are harvested from a developed health care system and should be applicable for similar technologically advanced systems where the full potential of …
            ",https://pubmed.ncbi.nlm.nih.gov/33807951/
"
              
                Compact Sphere-Shaped Airflow Vector Sensor Based on MEMS Differential Pressure Sensors.
              
            ","Haneda K, Matsudaira K, Noda R, Nakata T, Suzuki S, Liu H, Takahashi H.",<built-in method split of str object at 0x000001C406191460>,35161832,Yes,"
              This paper presents an airflow vector sensor for drones. Drones are expected to play a role in various industrial fields. ...The experimental results demonstrate that the proposed sensor will be helpful for directly measuring the air current for a drone in fl …
            ",https://pubmed.ncbi.nlm.nih.gov/35161832/
"
              
                Honey bee drones maintain humoral immune competence throughout all life stages in the absence of vitellogenin production.
              
            ","Gätschenberger H, Gimple O, Tautz J, Beier H.",<built-in method split of str object at 0x000001C406785730>,22442369,No,"
              Hence, we studied humoral and cellular immune reactions of in vitro reared drone larvae and adult drones of different age upon artificial bacterial infection. ...Young adult drones exhibited a broader spectrum of defence reactions than drone larvae. .. …
            ",https://pubmed.ncbi.nlm.nih.gov/22442369/
"
              
                Using unmanned aircraft systems for live event monitoring: The benefits of aerial observation.
              
            ",Bogan S.,<built-in method split of str object at 0x000001C405FB3B50>,33239146,No,"
              What started as a project on how to detect unwanted drones during University of Colorado Boulder football games has turned into a programme providing live aerial coverage of campus events. The use of drones (or unmanned aircraft systems) has improved s …
            ",https://pubmed.ncbi.nlm.nih.gov/33239146/
"
              
                Unsupervised Drones Swarm Characterization Using RF Signals Analysis and Machine Learning Methods.
              
            ","Ashush N, Greenberg S, Manor E, Ben-Shimol Y.",<built-in method split of str object at 0x000001C406301B60>,36772629,Yes,"
              Autonomous unmanned aerial vehicles (UAVs) have attracted increasing academic and industrial attention during the last decade. Using drones have broad benefits in diverse areas, such as civil and military applications, aerial photography and videograph …
            ",https://pubmed.ncbi.nlm.nih.gov/36772629/
