id,title,assignee,author ,priority date,filing/creation date,publication date,grant date,result_link,figure_link
US-11772814-B2,"System including a drone, a wire, and a docking station, enabling autonomous landings of the drones in degraded conditions ",Elistair,"Olivier Dubois, Timothée Penet, Guilhem de Marliave",2016-12-2,2017-12-19,2023-10-3,2023-10-3,https://patents.google.com/patent/US11772814B2/en,https://patentimages.storage.googleapis.com/d3/06/85/31403f97718336/US11772814-20231003-D00000.png
KR-101924278-B1,Apparatus and method for extraction of tidal creeks in tidal flat zones using drone ,목포대학교산학협력단,"이재빈, 허용",2017-2-16,2017-2-16,2019-2-22,2019-2-22,https://patents.google.com/patent/KR101924278B1/en,https://patentimages.storage.googleapis.com/2a/e9/40/9ed3a2f763d25c/112017016272718-pat00006.png
JP-6143311-B1,Drone safety flight system ,有限会社エム・エイ・シー,"浩二 伊尾木, 浩二 伊尾木",2016-6-2,2016-6-2,2017-6-7,2017-6-7,https://patents.google.com/patent/JP6143311B1/en,
KR-101965775-B1,System and method for implementing return home mode of drone to unmanned vessel ,한국해양과학기술원,"김기훈, 김선영",2017-12-13,2017-12-13,2019-4-4,2019-4-4,https://patents.google.com/patent/KR101965775B1/en,https://patentimages.storage.googleapis.com/81/b7/8a/1fae73d8e30547/112017124313365-pat00001.png
US-11409291-B2,Modular autonomous drone ,Performance Drone Works Llc,"Jordan Restifo, Ryan Gury, Vedran Skarica",2019-3-21,2019-3-21,2022-8-9,2022-8-9,https://patents.google.com/patent/US11409291B2/en,https://patentimages.storage.googleapis.com/09/ed/9f/0008defa25a872/US11409291-20220809-D00000.png
US-11587015-B2,System and method for delivering articles from a start point to a destination point by means of drones ,"Ford Global Technologies, Llc","David Longin, Mark GIJBELS",2018-3-20,2019-3-13,2023-2-21,2023-2-21,https://patents.google.com/patent/US11587015B2/en,https://patentimages.storage.googleapis.com/68/65/66/f8eb21dcdacbf5/US11587015-20230221-D00000.png
US-11514803-B2,Method and apparatus for vehicle to drone interaction ,"Ford Global Technologies, Llc","Kenneth James Miller, Aed M. Dudar, Thomas G. Leone",2017-12-1,2017-12-1,2022-11-29,2022-11-29,https://patents.google.com/patent/US11514803B2/en,https://patentimages.storage.googleapis.com/78/0a/f1/e1fc5759f5b173/US11514803-20221129-D00000.png
US-2024004083-A1,Drone carrying a physical identifier ,"Autonomous Industrial Solutions, LLC","Conor Ferguson, Austin Ratcliffe",2017-11-21,2022-11-8,2024-1-4,,https://patents.google.com/patent/US20240004083A1/en,https://patentimages.storage.googleapis.com/0f/70/33/686ff0e8447434/US20240004083A1-20240104-D00000.png
CN-111344223-A,Drone system with interchangeable parts ,兹普澜国际股份有限公司,"P·佩里, Z·拉兹洛, S·帕克, N·戈尔兹伯里, B·韦德, K·瓦罗拜克, B·布姆加德, Z·李, S·布拉泽",2017-8-1,2018-7-31,2020-6-26,,https://patents.google.com/patent/CN111344223A/en,https://patentimages.storage.googleapis.com/a3/89/6f/86b92f7cf40f5b/HDA0002430309170000011.png
US-2017197714-A1,Drone capable of operating in an aqueous environment ,"Wolf-Tek, Llc",John Michael Golden,2016-1-13,2016-1-13,2017-7-13,,https://patents.google.com/patent/US20170197714A1/en,https://patentimages.storage.googleapis.com/96/22/de/34ba9afea80c73/US20170197714A1-20170713-D00000.png
CN-109034018-A,A kind of low latitude small drone method for barrier perception based on binocular vision ,北京航空航天大学,"王宏伦, 寇展, 阮文阳, 李娜, 刘恒, 刘一恒, 吴健发",2018-7-12,2018-7-12,2018-12-18,,https://patents.google.com/patent/CN109034018A/en,
US-11056009-B2,Secure control and operation of drones ,Performance Drone Works Llc,"Lucas Tholen, David Mitchell, Larry Dickinson, Lucas Anderson, Trevor Smith, Ryan Gury",2018-1-31,2019-1-30,2021-7-6,2021-7-6,https://patents.google.com/patent/US11056009B2/en,https://patentimages.storage.googleapis.com/c4/83/5a/5fb7bb0baa7045/US11056009-20210706-D00000.png
US-10081426-B2,Drone-based mosquito amelioration based on risk analysis and pattern classifiers ,International Business Machines Corporation,"Michael S. Gordon, James R. Kozloski, Clifford A. Pickover, Justin D. Weisz",2016-7-27,2017-11-3,2018-9-25,2018-9-25,https://patents.google.com/patent/US10081426B2/en,https://patentimages.storage.googleapis.com/d0/14/53/1d30af4e8ed279/US10081426-20180925-D00000.png
CN-106864747-B,A kind of variant efficient small vertical take-off and landing drone using distributed hybrid power ,北京航空航天大学,"马东立, 夏兴禄, 杨穆清, 刘兴安, 郭阳, 陈刚",2017-3-3,2017-3-3,2019-5-7,2019-5-7,https://patents.google.com/patent/CN106864747B/en,
US-2020377211-A1,Individualized and customized plant management using autonomous swarming drones and artificial intelligence ,Basf Agro Trademarks Gmbh,Mark Daddi,2017-10-13,2018-10-11,2020-12-3,,https://patents.google.com/patent/US20200377211A1/en,https://patentimages.storage.googleapis.com/49/e2/d0/8618a69383c7b3/US20200377211A1-20201203-D00000.png
KR-101820420-B1,Hybrid system of drone ,주식회사 성진에어로,곽승렬,2015-8-10,2015-8-10,2018-1-22,2018-1-22,https://patents.google.com/patent/KR101820420B1/en,https://patentimages.storage.googleapis.com/30/78/43/7ce4bb3a9ee208/112015077366234-pat00001.png
US-10671065-B2,Optically assisted landing and takeoff of drones ,Ioannis Micros,Ioannis Micros,2013-10-25,2014-10-27,2020-6-2,2020-6-2,https://patents.google.com/patent/US10671065B2/en,https://patentimages.storage.googleapis.com/55/04/fa/acfec6525510bb/US10671065-20200602-D00000.png
US-9797728-B2,Drone provided with a vertical-view video camera compensated for the instantaneous rotations for estimation of the horizontal speeds ,Parrot Drones,"Pierre Eline, Francois Callou",2015-4-1,2016-3-31,2017-10-24,2017-10-24,https://patents.google.com/patent/US9797728B2/en,https://patentimages.storage.googleapis.com/56/d2/93/1e2d00f5164341/US09797728-20171024-D00000.png
US-2017129601-A1,Drone having a coupled propulsion support ,Parrot Drones,"Mathieu Babel, Flavien Morra",2015-11-10,2016-11-7,2017-5-11,,https://patents.google.com/patent/US20170129601A1/en,https://patentimages.storage.googleapis.com/8e/00/ea/5fe76607a72947/US20170129601A1-20170511-D00000.png
KR-101713669-B1,Drone with foldable wings ,한국생산기술연구원,"차현록, 박봉기",2016-3-31,2016-3-31,2017-3-8,2017-3-8,https://patents.google.com/patent/KR101713669B1/en,https://patentimages.storage.googleapis.com/19/ea/e5/b38f139cee4d3a/112016031328794-pat00001.png
KR-102141945-B1,Agricultural drone with pivoting links ,한국삼공주식회사,"남상균, 고동환, 황영미",2018-12-11,2018-12-11,2020-8-10,2020-8-10,https://patents.google.com/patent/KR102141945B1/en,https://patentimages.storage.googleapis.com/9f/00/ce/3114608ae88c9e/112018124144065-pat00001.png
KR-101888930-B1,Safety management system using drone mobile station ,주식회사 숨비,오인선,2016-12-12,2016-12-12,2018-8-16,2018-8-16,https://patents.google.com/patent/KR101888930B1/en,https://patentimages.storage.googleapis.com/a6/f1/51/43330d7c25a715/112016121274345-pat00001.png
US-10395542-B2,Drone traffic engineering ,"Cisco Technology, Inc.",Medhat Ramzi Yakan,2016-3-28,2016-3-28,2019-8-27,2019-8-27,https://patents.google.com/patent/US10395542B2/en,https://patentimages.storage.googleapis.com/78/3f/ce/34f8c20426736b/US10395542-20190827-D00000.png
US-9773419-B1,Pre-positioning aerial drones ,International Business Machines Corporation,"Michael S. Gordon, James R. Kozloski, Ashish Kundu, Peter K. Malkin, Clifford A. Pickover",2016-3-24,2016-3-24,2017-9-26,2017-9-26,https://patents.google.com/patent/US9773419B1/en,https://patentimages.storage.googleapis.com/8d/02/20/5e25e9574fcfa7/US09773419-20170926-D00000.png
KR-101848236-B1,Drone for photographing car and system for monitoring car using thereof ,주식회사부산항공,"곽성철, 류재성",2016-12-6,2016-12-6,2018-5-28,2018-5-28,https://patents.google.com/patent/KR101848236B1/en,https://patentimages.storage.googleapis.com/94/c3/2a/a9497e9ffc59b2/112016119749473-pat00001.png
KR-102006545-B1,Drone prevention system ,김상환,김상환,2017-9-28,2017-9-28,2019-8-1,2019-8-1,https://patents.google.com/patent/KR102006545B1/en,https://patentimages.storage.googleapis.com/48/44/04/575ea7c0483a23/112017095299646-pat00001.png
US-10478699-B2,"Full scale practice and training system, method and software medium utilizing programmable chassis driven drones and tackling dummies in singular and multiple variants such as use by positional players in sole and team-based sports as well as other non-athletic training applications ",Brian Janssen,Brian Janssen,2016-4-11,2017-9-26,2019-11-19,2019-11-19,https://patents.google.com/patent/US10478699B2/en,https://patentimages.storage.googleapis.com/7f/68/8f/fd22950a3695ed/US10478699-20191119-D00000.png
KR-101845964-B1,Amphibious Drone To Explore Underwater And Midair ,한국해양과학기술원,"박요섭, 송재수, 이용국",2016-11-29,2016-11-29,2018-4-5,2018-4-5,https://patents.google.com/patent/KR101845964B1/en,https://patentimages.storage.googleapis.com/99/5b/18/1db1062745c555/112016116868326-pat00001.png
KR-101866781-B1,structure safety diagnosis system using drone ,"서해기술단 주식회사, 김영수, 이종구","김영수, 이종구",2016-11-21,2016-11-21,2018-6-12,2018-6-12,https://patents.google.com/patent/KR101866781B1/en,https://patentimages.storage.googleapis.com/5f/59/90/cc3ee78a68f01b/112016113601755-pat00001.png
JP-3208973-U,Drone watering system ,シンコー株式会社,"阿部　博文, 博文 阿部, 秀光 湯浅, 秀光 湯浅",2016-11-17,2016-11-17,2017-3-2,2017-3-2,https://patents.google.com/patent/JP3208973U/en,https://patentimages.storage.googleapis.com/fa/fb/ea/f1d1a940ff5291/0003208973-3.png
KR-102209056-B1,Forest fire extinguishment system using drone and method thereof ,최재현,최재현,2018-10-31,2018-10-31,2021-1-28,2021-1-28,https://patents.google.com/patent/KR102209056B1/en,https://patentimages.storage.googleapis.com/49/2e/05/149c67c771a4ed/112018108080404-pat00001.png
KR-101832673-B1,Method of detecting and removing mines using drone ,오병후,오병후,2017-9-8,2017-9-8,2018-4-13,2018-4-13,https://patents.google.com/patent/KR101832673B1/en,https://patentimages.storage.googleapis.com/8c/08/7b/1e590b43d9a51c/112017087309403-pat00001.png
KR-101963754-B1,System and method for control of drone ,동국대학교 산학협력단,"조경은, 김준오, 치옥용",2016-11-14,2016-11-14,2019-7-31,2019-7-31,https://patents.google.com/patent/KR101963754B1/en,https://patentimages.storage.googleapis.com/42/51/bc/2385b973f2ff06/112016111075860-pat00001.png
KR-20220090563-A,"Drone airports, drone systems, tour inspection systems and drone cruise systems ","베이징 징동 콴시 테크놀로지 코., 엘티디.","자오 왕, 쳉빈 리우",2019-10-28,2020-9-18,2022-6-29,,https://patents.google.com/patent/KR20220090563A/en,https://patentimages.storage.googleapis.com/3f/6f/7b/7af7d4b370f0c3/pct00001.png
US-2016194079-A1,Method of automatically piloting a rotary-wing drone for performing camera movements with an onboard camera ,Squadrone System,Sylvain Montreuil,2015-1-2,2015-12-31,2016-7-7,,https://patents.google.com/patent/US20160194079A1/en,https://patentimages.storage.googleapis.com/a3/22/a1/12fa5e9befa35d/US20160194079A1-20160707-D00000.png
US-2022111960-A1,Farm drone ,Bao Tran,Bao Tran,2020-10-9,2020-10-9,2022-4-14,,https://patents.google.com/patent/US20220111960A1/en,https://patentimages.storage.googleapis.com/7f/be/34/ce1c91165648ae/US20220111960A1-20220414-D00000.png
EP-2112065-B1,"Method for rescuing an unmanned or manned airplane, in particular a drone ",Cassidian Airborne Solutions GmbH,Norbert Martinkat,2008-4-24,2009-1-30,2014-6-18,2014-6-18,https://patents.google.com/patent/EP2112065B1/en,https://patentimages.storage.googleapis.com/13/64/52/3f5c8da1182902/imgf0001.png
KR-102003392-B1,Drone charging station and system ,장백산,장백산,2017-8-23,2017-8-23,2019-7-24,2019-7-24,https://patents.google.com/patent/KR102003392B1/en,https://patentimages.storage.googleapis.com/6f/f6/67/fb052848f3f7bf/112017081494299-pat00001.png
US-10534362-B2,Drone captcha ,International Business Machines Corporation,"Komminist Weldemariam, Anca Sailer, Clifford A. Pickover",2017-8-17,2017-8-17,2020-1-14,2020-1-14,https://patents.google.com/patent/US10534362B2/en,https://patentimages.storage.googleapis.com/c8/a2/64/490294ce61eed8/US10534362-20200114-D00000.png
WO-2021002521-A1,"Drone, drone station, and drone take-off control method using drone station ",엘지전자 주식회사,"이석희, 서정교, 김낙영",2019-7-4,2019-7-4,2021-1-7,,https://patents.google.com/patent/WO2021002521A1/en,https://patentimages.storage.googleapis.com/7a/20/ab/7f3cdf88921726/PCTKR2019008214-appb-img-000010.png
KR-101776825-B1,Hybrid drone capable of traveling and flying ,주식회사 케이엠씨로보틱스,"이승희, 유완종",2015-5-20,2015-5-20,2017-9-11,2017-9-11,https://patents.google.com/patent/KR101776825B1/en,https://patentimages.storage.googleapis.com/2f/10/0f/229906f4a5386a/112015048323055-pat00001.png
US-2016137293-A1,Enclosed drone apparatus and method for use thereof ,Skypersonic,Giuseppe Santangelo,2013-10-15,2014-4-30,2016-5-19,,https://patents.google.com/patent/US20160137293A1/en,https://patentimages.storage.googleapis.com/21/46/a1/355d02a684a16b/US20160137293A1-20160519-D00000.png
KR-101906140-B1,Flight operating system for controlling unmanned drone ,주식회사 골드텔,이재수,2016-10-17,2016-10-17,2018-10-11,2018-10-11,https://patents.google.com/patent/KR101906140B1/en,https://patentimages.storage.googleapis.com/4d/e7/c4/4abf353fd5a238/112016100301961-pat00001.png
EP-3494364-A1,Mobile platform eg drone / uav performing localization and mapping using video ,"Neu Robotics, Inc,",Cyril LUTTERODT,2016-8-5,2017-8-5,2019-6-12,,https://patents.google.com/patent/EP3494364A1/en,
CN-109122633-A,The accurate variable-rate spraying device of the plant protection drone of Decision of Neural Network and control method ,华南农业大学,"文晟, 张泉勇, 兰玉彬, 卢玉华, 尹选春, 单建, 韩杰",2018-6-25,2018-6-25,2019-1-4,,https://patents.google.com/patent/CN109122633A/en,
US-2017193308-A1,Systems and methods for personal security using autonomous drones ,Clinimetrics S.A.,"Mathieu Buyse, Mike Blavier, Marc Buyse, Marc Marchand",2016-2-23,2016-2-23,2017-7-6,,https://patents.google.com/patent/US20170193308A1/en,https://patentimages.storage.googleapis.com/bd/91/db/89b459536335ea/US20170193308A1-20170706-D00000.png
US-10748434-B2,"Methods, systems, and apparatus for drone collision avoidance and acoustic detection ",Intel Corporation,"Willem M. Beltman, Maynard C. Falconer",2017-7-27,2017-7-27,2020-8-18,2020-8-18,https://patents.google.com/patent/US10748434B2/en,https://patentimages.storage.googleapis.com/07/67/b9/cb062c8313fc0a/US10748434-20200818-D00000.png
US-10099785-B1,Drone with ring assembly ,Oswaldo Gonzalez,Oswaldo Gonzalez,2017-7-25,2017-7-25,2018-10-16,2018-10-16,https://patents.google.com/patent/US10099785B1/en,https://patentimages.storage.googleapis.com/bc/91/95/035ede24b88872/US10099785-20181016-D00000.png
AU-2016226595-B2,Flying telepresence drone ,Wing Aviation Llc,"Clayton Woodward Bavor Jr., Clark Sopper, Adam Woodworth",2015-3-2,2016-1-14,2019-5-2,2019-5-2,https://patents.google.com/patent/AU2016226595B2/en,
US-10322819-B2,"Autonomous system for taking moving images from a drone, with target tracking and improved target location ",Parrot Drones,"Laure Chevalley, Edouard LEURENT",2016-7-22,2017-7-22,2019-6-18,2019-6-18,https://patents.google.com/patent/US10322819B2/en,https://patentimages.storage.googleapis.com/94/77/a2/0e49aa13bc5885/US10322819-20190618-D00000.png
US-11565829-B2,Drone docking structure of autonomous vehicle and a method for delivery using the same ,"Hyundai Motor Company, Kia Corporation",Jun-Hyuk Kim,2017-12-4,2021-6-4,2023-1-31,2023-1-31,https://patents.google.com/patent/US11565829B2/en,https://patentimages.storage.googleapis.com/90/b8/86/45e4423201fc41/US11565829-20230131-D00000.png
US-11748688-B2,Drone based delivery system using vehicles ,Shmuel Ur Innovation Ltd,Shmuel Ur,2016-10-7,2021-5-19,2023-9-5,2023-9-5,https://patents.google.com/patent/US11748688B2/en,https://patentimages.storage.googleapis.com/33/5d/93/c8c1f0c828aa9e/US11748688-20230905-D00000.png
CN-108711166-A,A kind of monocular camera Scale Estimation Method based on quadrotor drone ,浙江工业大学,"陈朋, 任金金, 徐天宇, 王海霞, 刘义鹏",2018-4-12,2018-4-12,2018-10-26,,https://patents.google.com/patent/CN108711166A/en,
